image,x,y,mask
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0058_3600_0.aug.2.png,26,283,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0058_3600_0.26.283.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0058_3600_0.aug.2.png,83,330,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0058_3600_0.83.330.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0058_3600_0.aug.2.png,25,350,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0058_3600_0.25.350.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_3200_1200.png,288,317,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0047_3200_1200.288.317.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0058_3600_0.aug.2.png,65,262,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0058_3600_0.65.262.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_3200_1200.png,54,214,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0047_3200_1200.54.214.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_3200_1200.png,250,221,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0047_3200_1200.250.221.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0004_2000_0.aug.2.png,337,98,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0004_2000_0.337.98.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0051_1600_1200.png,326,60,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0051_1600_1200.326.60.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0051_1600_1200.png,349,268,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0051_1600_1200.349.268.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0051_1600_1200.png,320,311,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0051_1600_1200.320.311.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0005_4400_2000.png,157,51,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0005_4400_2000.157.51.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0016_1600_2800.aug.2.png,49,50,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0016_1600_2800.49.50.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_3600_2000.aug.1.png,104,100,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0048_3600_2000.104.100.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_3600_2000.aug.1.png,84,366,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0048_3600_2000.84.366.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_3600_2000.aug.1.png,14,78,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0048_3600_2000.14.78.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_2400_0.aug.0.png,171,126,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0047_2400_0.171.126.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_2400_0.aug.0.png,44,38,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0047_2400_0.44.38.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_2400_0.aug.0.png,210,296,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0047_2400_0.210.296.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_2400_0.aug.0.png,278,266,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0047_2400_0.278.266.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0060_3200_3200.png,80,36,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0060_3200_3200.80.36.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0033_400_400.aug.0.png,140,219,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0033_400_400.140.219.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0033_400_400.aug.0.png,41,252,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0033_400_400.41.252.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0033_400_400.aug.0.png,93,143,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0033_400_400.93.143.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0058_2000_2800.aug.2.png,380,357,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0058_2000_2800.380.357.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_2800_2800.aug.1.png,228,64,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0021_2800_2800.228.64.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,140,143,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.140.143.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,155,106,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.155.106.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,105,135,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.105.135.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,293,346,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.293.346.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0020_400_3200.png,99,35,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_400_3200.99.35.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0020_400_3200.png,17,134,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_400_3200.17.134.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0045_2000_3200.aug.1.png,78,363,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0045_2000_3200.78.363.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3200_800.aug.1.png,107,112,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3200_800.107.112.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3200_800.aug.1.png,80,74,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3200_800.80.74.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3200_800.aug.1.png,124,64,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3200_800.124.64.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3200_800.aug.1.png,97,27,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3200_800.97.27.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3200_800.aug.1.png,40,23,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3200_800.40.23.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_3600_400.png,12,155,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0021_3600_400.12.155.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_3600_400.png,53,85,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0021_3600_400.53.85.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_3600_400.png,70,32,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0021_3600_400.70.32.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_3600_400.png,14,70,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0021_3600_400.14.70.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_3600_400.png,92,111,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0021_3600_400.92.111.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0010_4400_2800.aug.0.png,186,290,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0010_4400_2800.186.290.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0010_4400_2800.aug.0.png,191,148,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0010_4400_2800.191.148.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_3600_400.png,145,110,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0021_3600_400.145.110.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0007_400_2000.aug.2.png,243,143,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0007_400_2000.243.143.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0007_400_2000.aug.2.png,365,162,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0007_400_2000.365.162.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0007_400_2000.aug.2.png,336,130,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0007_400_2000.336.130.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0007_400_2000.aug.2.png,316,101,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0007_400_2000.316.101.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0057_2000_2000.aug.1.png,146,156,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0057_2000_2000.146.156.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.0.png,144,137,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.144.137.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.0.png,79,153,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.79.153.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.0.png,111,139,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.111.139.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.0.png,159,109,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.159.109.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.0.png,139,71,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.139.71.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.0.png,172,81,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_4000_400.172.81.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_2800_2000.aug.2.png,263,253,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0048_2800_2000.263.253.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0051_0_1200.png,249,152,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0051_0_1200.249.152.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0032_4000_1600.png,133,60,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_4000_1600.133.60.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0032_4000_1600.png,206,80,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_4000_1600.206.80.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0032_4000_1600.png,337,21,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_4000_1600.337.21.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_3600_2000.aug.0.png,313,356,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0048_3600_2000.313.356.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_3600_2000.aug.0.png,285,103,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0048_3600_2000.285.103.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0024_4000_3200.aug.1.png,290,278,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0024_4000_3200.290.278.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0056_3200_800.aug.0.png,319,367,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0056_3200_800.319.367.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3200_2400.aug.0.png,348,339,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3200_2400.348.339.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0051_2000_1600.aug.0.png,131,271,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0051_2000_1600.131.271.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0051_2000_1600.aug.0.png,140,329,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0051_2000_1600.140.329.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0059_1600_1600.aug.0.png,358,339,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_1600_1600.358.339.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_2800_400.aug.0.png,108,162,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0047_2800_400.108.162.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_2800_400.aug.0.png,192,138,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0047_2800_400.192.138.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0016_4400_0.png,47,294,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0016_4400_0.47.294.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0016_4400_0.png,122,199,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0016_4400_0.122.199.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0045_400_400.png,164,252,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0045_400_400.164.252.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0049_800_2000.aug.0.png,208,198,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0049_800_2000.208.198.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0049_800_2000.aug.0.png,277,131,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0049_800_2000.277.131.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0049_800_2000.aug.0.png,150,113,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0049_800_2000.150.113.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0057_2000_2000.png,262,239,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0057_2000_2000.262.239.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0057_2000_2000.png,303,318,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0057_2000_2000.303.318.mask.npy
