image,x,y,mask
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0023_1200_2000.png,315,272,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0023_1200_2000.315.272.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0023_1200_2000.png,347,248,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0023_1200_2000.347.248.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0023_1200_2000.png,364,296,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0023_1200_2000.364.296.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0023_1200_2000.png,312,383,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0023_1200_2000.312.383.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0001_3200_2000.png,279,129,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0001_3200_2000.279.129.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0001_3200_2000.png,347,234,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0001_3200_2000.347.234.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0001_3200_2000.png,248,109,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0001_3200_2000.248.109.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0001_3200_2000.png,341,151,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0001_3200_2000.341.151.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0001_3200_2000.png,275,88,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0001_3200_2000.275.88.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0001_3200_2000.png,102,10,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0001_3200_2000.102.10.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0001_3200_2000.png,61,16,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0001_3200_2000.61.16.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0001_3200_2000.png,175,110,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0001_3200_2000.175.110.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0055_1600_2000.png,339,232,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0055_1600_2000.339.232.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0055_1600_2000.png,357,335,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0055_1600_2000.357.335.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0055_1600_2000.png,369,166,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0055_1600_2000.369.166.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0055_1600_2000.png,332,50,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0055_1600_2000.332.50.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0055_1600_2000.png,225,36,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0055_1600_2000.225.36.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0055_1600_2000.png,219,13,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0055_1600_2000.219.13.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0029_2400_800.png,226,296,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0029_2400_800.226.296.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0029_2400_800.png,268,221,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0029_2400_800.268.221.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0029_2400_800.png,146,56,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0029_2400_800.146.56.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0029_2400_800.png,216,35,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0029_2400_800.216.35.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0029_2400_800.png,301,73,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0029_2400_800.301.73.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0029_2400_800.png,320,16,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0029_2400_800.320.16.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0029_2400_800.png,381,62,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0029_2400_800.381.62.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0029_2400_800.png,382,110,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0029_2400_800.382.110.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0029_2400_800.png,56,292,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0029_2400_800.56.292.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0029_2400_800.png,301,305,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0029_2400_800.301.305.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0029_2400_800.png,208,371,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0029_2400_800.208.371.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0059_4000_400.png,34,81,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_4000_400.34.81.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0059_4000_400.png,121,132,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_4000_400.121.132.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0059_4000_400.png,47,162,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_4000_400.47.162.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0059_4000_400.png,135,80,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_4000_400.135.80.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0059_4000_400.png,181,130,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_4000_400.181.130.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0059_4000_400.png,233,150,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_4000_400.233.150.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0059_4000_400.png,191,90,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_4000_400.191.90.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0059_4000_400.png,86,232,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_4000_400.86.232.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0059_4000_400.png,158,214,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_4000_400.158.214.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0059_4000_400.png,107,297,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_4000_400.107.297.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0024_1600_1200.png,283,213,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0024_1600_1200.283.213.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0024_1600_1200.png,302,174,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0024_1600_1200.302.174.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0024_1600_1200.png,289,118,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0024_1600_1200.289.118.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0024_1600_1200.png,235,128,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0024_1600_1200.235.128.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0024_1600_1200.png,237,175,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0024_1600_1200.237.175.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0024_1600_1200.png,261,145,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0024_1600_1200.261.145.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0024_1600_1200.png,261,270,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0024_1600_1200.261.270.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0024_1600_1200.png,242,226,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0024_1600_1200.242.226.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0024_1600_1200.png,341,241,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0024_1600_1200.341.241.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0024_1600_1200.png,335,297,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0024_1600_1200.335.297.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0024_1600_1200.png,374,308,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0024_1600_1200.374.308.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0024_1600_1200.png,280,360,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0024_1600_1200.280.360.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0024_1600_1200.png,224,286,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0024_1600_1200.224.286.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0045_0_1600.png,221,66,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0045_0_1600.221.66.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0045_0_1600.png,204,120,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0045_0_1600.204.120.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0045_0_1600.png,277,82,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0045_0_1600.277.82.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0045_0_1600.png,154,112,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0045_0_1600.154.112.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0045_0_1600.png,316,175,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0045_0_1600.316.175.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0055_1600_1600.png,58,172,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0055_1600_1600.58.172.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0055_1600_1600.png,210,145,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0055_1600_1600.210.145.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0055_1600_1600.png,259,138,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0055_1600_1600.259.138.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0055_1600_1600.png,33,173,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0055_1600_1600.33.173.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0055_1600_1600.png,232,171,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0055_1600_1600.232.171.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0055_1600_1600.png,325,163,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0055_1600_1600.325.163.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0032_2800_2000.png,224,248,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_2800_2000.224.248.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0060_2400_1200.png,326,259,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0060_2400_1200.326.259.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0032_2800_2000.png,261,331,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_2800_2000.261.331.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0032_2800_2000.png,358,199,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_2800_2000.358.199.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0032_2800_2000.png,377,306,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_2800_2000.377.306.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0032_2800_2000.png,344,363,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_2800_2000.344.363.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0032_2800_2000.png,191,329,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_2800_2000.191.329.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0012_2000_2400.png,261,88,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0012_2000_2400.261.88.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0012_2000_2400.png,321,65,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0012_2000_2400.321.65.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0054_2400_2800.png,134,158,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0054_2400_2800.134.158.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0054_2400_2800.png,132,80,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0054_2400_2800.132.80.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0054_2400_2800.png,313,213,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0054_2400_2800.313.213.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0054_2400_2800.png,296,128,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0054_2400_2800.296.128.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0054_2400_2800.png,255,236,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0054_2400_2800.255.236.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0033_2800_0.png,163,179,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0033_2800_0.163.179.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0033_2800_0.png,119,96,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0033_2800_0.119.96.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0033_2800_0.png,76,237,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0033_2800_0.76.237.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0033_2800_0.png,240,195,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0033_2800_0.240.195.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0033_2800_0.png,305,298,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0033_2800_0.305.298.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0033_2800_0.png,162,372,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0033_2800_0.162.372.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0020_2400_1200.png,155,317,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_2400_1200.155.317.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0020_2400_1200.png,196,255,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_2400_1200.196.255.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0020_2400_1200.png,257,242,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_2400_1200.257.242.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0020_2400_1200.png,237,305,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_2400_1200.237.305.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0020_2400_1200.png,81,376,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_2400_1200.81.376.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0020_2400_1200.png,153,289,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_2400_1200.153.289.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0020_2400_1200.png,369,103,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_2400_1200.369.103.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0020_2400_1200.png,379,129,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_2400_1200.379.129.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0033_400_2800.png,330,280,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0033_400_2800.330.280.mask.npy
