image,x,y
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0007_800_0.aug.2.png,269,139
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0007_800_0.aug.2.png,272,93
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0007_800_0.aug.2.png,370,72
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0034_2400_3200.png,382,118
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0034_2400_3200.png,109,14
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0019_2800_1600.aug.2.png,355,135
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0019_2800_1600.aug.2.png,372,84
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0019_2800_1600.aug.2.png,382,160
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0019_2800_1600.aug.2.png,304,176
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0019_2800_1600.aug.2.png,280,264
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0019_2800_1600.aug.2.png,374,366
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0053_400_1200.aug.0.png,309,148
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0053_400_1200.aug.0.png,318,82
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0024_2800_2000.png,313,134
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0024_2800_2000.png,314,94
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0024_2800_2000.png,284,21
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0024_2800_2000.png,387,43
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0024_2800_2000.png,366,182
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0037_1200_800.aug.1.png,159,116
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_1600_2000.aug.1.png,277,289
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_1600_2000.aug.1.png,265,326
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_1600_2000.aug.1.png,203,311
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_1600_2000.aug.1.png,150,306
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_1600_2000.aug.1.png,107,267
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_1600_2000.aug.1.png,78,297
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_1600_2000.aug.1.png,163,380
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_1600_2000.aug.1.png,244,370
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_1600_2000.aug.1.png,291,370
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0016_1600_2800.png,356,138
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0016_1600_2800.png,349,337
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0030_800_2800.png,236,199
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0030_800_2800.png,324,206
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0030_800_2800.png,312,129
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0030_800_2800.png,329,347
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0030_800_2800.png,231,382
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0030_800_2800.png,179,367
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0011_4000_800.aug.2.png,142,47
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0011_4000_800.aug.2.png,82,25
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.aug.0.png,215,292
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.aug.0.png,179,255
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.aug.0.png,170,206
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.aug.0.png,85,212
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.aug.0.png,32,234
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.aug.0.png,46,318
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.aug.0.png,106,378
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.aug.0.png,239,201
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0050_400_800.png,279,245
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0050_400_800.png,234,269
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0050_400_800.png,350,373
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0050_2400_1200.aug.1.png,221,346
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0050_2400_1200.aug.1.png,159,319
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0050_2400_1200.aug.1.png,165,379
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0050_2400_1200.aug.1.png,377,301
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0050_2400_1200.aug.1.png,23,355
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0005_2800_1200.aug.2.png,145,72
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0005_2800_1200.aug.2.png,186,64
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0005_2800_1200.aug.2.png,220,24
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0005_2800_1200.aug.2.png,324,17
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0005_2800_1200.aug.2.png,365,19
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0005_2800_1200.aug.2.png,389,164
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0019_2000_1200.aug.1.png,332,252
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0019_2000_1200.aug.1.png,293,257
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0019_2000_1200.aug.1.png,251,214
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0019_2000_1200.aug.1.png,257,162
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_0_1600.aug.1.png,320,349
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_0_1600.aug.1.png,251,355
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_0_1600.aug.1.png,273,329
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0035_4000_800.aug.1.png,188,160
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0035_4000_800.aug.1.png,138,254
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0035_4000_800.aug.1.png,48,139
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0035_4000_800.aug.1.png,159,111
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0035_4000_800.aug.1.png,311,15
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0035_4000_800.aug.1.png,61,33
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0011_4400_2800.aug.0.png,174,308
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0011_4400_2800.aug.0.png,160,256
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0011_4400_2800.aug.0.png,145,217
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0058_3600_0.aug.2.png,248,105
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0058_3600_0.aug.2.png,324,84
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0058_3600_0.aug.2.png,288,159
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0058_3600_0.aug.2.png,130,333
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0058_3600_0.aug.2.png,83,330
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0058_3600_0.aug.2.png,26,283
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0058_3600_0.aug.2.png,25,350
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0058_3600_0.aug.2.png,65,262
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_3200_1200.png,206,325
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_3200_1200.png,288,317
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_3200_1200.png,250,221
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_3200_1200.png,54,214
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_3200_1200.png,387,129
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_1200_3200.aug.1.png,172,174
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_1200_3200.aug.1.png,55,201
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_1200_3200.aug.1.png,47,242
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_1200_3200.aug.1.png,97,172
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_1200_3200.aug.1.png,204,241
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_1200_3200.aug.1.png,269,222
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_1200_3200.aug.1.png,326,201
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_1200_3200.aug.1.png,295,278
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_1200_3200.aug.1.png,299,315
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_1200_3200.aug.1.png,220,319
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_1200_3200.aug.1.png,279,381
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_1200_3200.aug.1.png,307,362
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_1200_3200.aug.1.png,369,321
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0010_2800_2400.png,225,294
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0004_2000_0.aug.2.png,337,98
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0004_2000_0.aug.2.png,359,168
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0004_2000_0.aug.2.png,276,72
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0051_1600_1200.png,262,90
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0051_1600_1200.png,326,60
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0051_1600_1200.png,389,52
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0051_1600_1200.png,358,182
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0051_1600_1200.png,270,157
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0051_1600_1200.png,222,148
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0051_1600_1200.png,349,268
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0051_1600_1200.png,320,311
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0030_800_2800.aug.2.png,93,209
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0030_800_2800.aug.2.png,182,194
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0030_800_2800.aug.2.png,59,44
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0030_800_2800.aug.2.png,139,19
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0030_800_2800.aug.2.png,91,272
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0053_2000_3200.aug.2.png,55,298
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0053_2000_3200.aug.2.png,109,232
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0053_2000_3200.aug.2.png,100,156
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0005_4400_2000.png,127,161
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0005_4400_2000.png,139,96
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0005_4400_2000.png,181,161
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0005_4400_2000.png,74,53
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0005_4400_2000.png,15,68
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0005_4400_2000.png,34,119
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0005_4400_2000.png,52,22
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0005_4400_2000.png,113,17
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0005_4400_2000.png,157,51
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0005_4400_2000.png,188,29
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0005_4400_2000.png,199,84
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0043_3200_1600.aug.0.png,138,162
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0043_3200_1600.aug.0.png,74,169
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0043_3200_1600.aug.0.png,166,87
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0043_3200_1600.aug.0.png,315,25
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0052_2800_2000.png,80,62
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0052_2800_2000.png,84,27
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0052_2800_2000.png,132,22
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0052_2800_2000.png,197,18
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0052_2800_2000.png,353,246
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0016_1600_2800.aug.2.png,45,257
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0016_1600_2800.aug.2.png,49,50
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_3600_2000.aug.1.png,104,100
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_3600_2000.aug.1.png,204,124
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_3600_2000.aug.1.png,296,116
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_3600_2000.aug.1.png,363,71
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_3600_2000.aug.1.png,364,136
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_3600_2000.aug.1.png,332,239
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_3600_2000.aug.1.png,358,308
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_3600_2000.aug.1.png,344,366
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_3600_2000.aug.1.png,84,366
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_3600_2000.aug.1.png,20,317
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_3600_2000.aug.1.png,14,78
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0008_1200_2800.png,67,272
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0008_1200_2800.png,144,211
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0008_1200_2800.png,146,90
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0008_1200_2800.png,207,204
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0008_1200_2800.png,200,284
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_2400_0.aug.0.png,251,107
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_2400_0.aug.0.png,354,84
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_2400_0.aug.0.png,171,126
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_2400_0.aug.0.png,44,38
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_2400_0.aug.0.png,278,266
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_2400_0.aug.0.png,210,296
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0016_4400_0.aug.1.png,151,63
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0016_4400_0.aug.1.png,33,116
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0016_4400_0.aug.1.png,102,197
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0016_4400_0.aug.1.png,41,224
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0029_1600_3200.aug.2.png,88,299
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0029_1600_3200.aug.2.png,52,274
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0029_1600_3200.aug.2.png,68,339
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0029_1600_3200.aug.2.png,35,357
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0056_3200_2400.png,239,87
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0056_3200_2400.png,350,57
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_4400_1600.png,86,239
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_4400_1600.png,51,256
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_4400_1600.png,93,275
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_4400_1600.png,107,311
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_4400_1600.png,121,225
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_4400_1600.png,149,251
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_4400_1600.png,166,219
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_4400_1600.png,162,289
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0047_4400_1600.png,186,263
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0060_3200_3200.png,106,184
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0060_3200_3200.png,104,127
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0060_3200_3200.png,80,36
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0060_3200_3200.png,189,121
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0060_3200_3200.png,190,160
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0060_3200_3200.png,247,94
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0060_3200_3200.png,251,206
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0060_3200_3200.png,177,237
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0060_3200_3200.png,56,233
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0060_3200_3200.png,50,161
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0033_400_400.aug.0.png,270,127
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0033_400_400.aug.0.png,140,219
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0033_400_400.aug.0.png,41,252
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0033_400_400.aug.0.png,242,45
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0033_400_400.aug.0.png,93,143
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0043_2800_400.aug.0.png,262,313
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0006_2400_2800.png,354,189
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0028_3200_0.aug.2.png,153,220
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0028_3200_0.aug.2.png,374,65
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0058_2000_2800.aug.2.png,259,333
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0058_2000_2800.aug.2.png,199,352
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0058_2000_2800.aug.2.png,380,357
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_2800_2800.aug.1.png,210,157
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_2800_2800.aug.1.png,213,110
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_2800_2800.aug.1.png,228,64
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_2800_2800.aug.1.png,264,108
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_2800_2800.aug.1.png,303,68
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_2800_2800.aug.1.png,289,147
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_2800_2800.aug.1.png,290,243
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_2800_2800.aug.1.png,176,170
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,170,181
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,134,168
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,140,143
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,105,135
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,155,106
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,186,127
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,246,161
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,317,205
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,388,221
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,366,169
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,311,314
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,293,346
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_4000_400.aug.1.png,46,82
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_800_1600.png,283,65
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0024_1600_1200.aug.1.png,53,155
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0054_3200_2800.aug.2.png,197,359
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0054_3200_2800.aug.2.png,67,314
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0054_3200_2800.aug.2.png,85,248
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0054_3200_2800.aug.2.png,51,370
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0054_3200_2800.aug.2.png,26,284
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0020_400_3200.png,86,138
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0020_400_3200.png,90,83
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0020_400_3200.png,99,35
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0020_400_3200.png,144,65
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0020_400_3200.png,58,189
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0020_400_3200.png,90,163
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0020_400_3200.png,50,143
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0020_400_3200.png,26,97
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0020_400_3200.png,17,134
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0006_1200_800.aug.1.png,309,73
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0006_1200_800.aug.1.png,114,235
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0006_1200_800.aug.1.png,57,255
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0006_1200_800.aug.1.png,40,215
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3200_2800.aug.1.png,207,380
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3200_2800.aug.1.png,216,221
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.png,180,133
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.png,221,111
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.png,150,141
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.png,32,74
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.png,94,23
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.png,33,153
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.png,82,170
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.png,161,190
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.png,181,236
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_3200.png,227,194
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0028_400_1600.aug.2.png,385,181
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0028_400_1600.aug.2.png,287,293
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0043_4000_2000.aug.0.png,360,371
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0035_3600_2000.aug.1.png,310,199
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0035_3600_2000.aug.1.png,346,268
