image,lifecycle
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0054_3200_2000.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0054_3200_2000.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0054_3200_2000.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0029_1600_3200.png,ripening
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0004_4000_1200.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0029_1600_3200.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0031_2800_800.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0056_3600_2000.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0031_2800_800.png,ripening
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0031_2800_800.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0031_2800_800.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0031_2800_800.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0031_2800_800.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0031_2800_800.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0057_3600_1600.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0057_3600_1600.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0057_3600_1600.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0057_3600_1600.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0057_3600_1600.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0010_3600_2400.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0010_3600_2400.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0010_2800_1600.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0010_2800_1600.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0010_2800_1600.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0010_2800_1600.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0057_1200_2000.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0057_1200_2000.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0057_1200_2000.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0025_2400_1600.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0025_2400_1600.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0025_2400_1600.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0026_800_2400.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0026_800_2400.png,ripening
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0026_800_2400.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0026_800_2400.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0026_800_2400.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0026_800_2400.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0026_800_2400.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0026_800_2400.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0033_2400_2800.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0022_1600_3200.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0022_1600_3200.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0020_1200_800.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0020_1200_800.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0020_1200_800.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0020_1200_800.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0020_1200_800.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0046_3200_0.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0046_3200_0.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0046_3200_0.png,ripening
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0046_3200_0.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0046_3200_0.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0046_3200_0.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0021_3600_2000.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0021_3600_2000.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0021_3600_2000.png,ripening
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0021_3600_2000.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0021_3600_2000.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0021_3600_2000.png,ripening
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0021_3600_2000.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0021_3600_2000.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0033_400_400.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0025_1600_2000.aug.0.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0025_1600_2000.aug.0.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0025_1600_2000.aug.0.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0025_1600_2000.aug.0.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0025_1600_2000.aug.0.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0016_1600_2800.aug.0.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0016_1600_2800.aug.0.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0034_2400_3200.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0019_2800_1600.aug.2.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0019_2800_1600.aug.2.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0019_2800_1600.aug.2.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0024_2800_2000.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0037_1200_800.aug.1.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0025_1600_2000.aug.1.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0025_1600_2000.aug.1.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0025_1600_2000.aug.1.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0025_1600_2000.aug.1.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0025_1600_2000.aug.1.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0016_1600_2800.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0016_1600_2800.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0050_400_800.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0050_2400_1200.aug.1.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0050_2400_1200.aug.1.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0050_2400_1200.aug.1.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0050_2400_1200.aug.1.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0005_2800_1200.aug.2.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0005_2800_1200.aug.2.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0005_2800_1200.aug.2.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0019_2000_1200.aug.1.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0019_2000_1200.aug.1.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0019_2000_1200.aug.1.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0019_2000_1200.aug.1.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0035_4000_800.aug.1.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0011_4400_2800.aug.0.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0011_4400_2800.aug.0.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0011_4400_2800.aug.0.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0047_3200_1200.png,ripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0047_3200_1200.png,ripening
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0004_2000_0.aug.2.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0004_2000_0.aug.2.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0051_1600_1200.png,ripening
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0051_1600_1200.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0051_1600_1200.png,unripe
/home/jack/Mounts/DiskOne/kona_coffee/imagemasks/100_0051_1600_1200.png,ripening
